airtable_table,airtable_field,airtable_type,used_by_writer_current,used_by_reader_current,used_in_operator_explorer_current,used_in_capability_snapshot_current,used_in_alignment_snapshot_current,used_in_score_breakdown_current,usage_classification,missing_source_of_truth_mapping_risk,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
Operator Setup - Commercial Fit & Terms,coBrandingAllowed,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,brandedResidencesAllowed,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,mixedUseAllowed,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,priorityMarkets,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,marketsToAvoid,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,priorityMarketsOther,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,marketsToAvoidOther,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,marketExpansionComfort,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,dateFlexibility,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,brandStatus,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,pipRepositioningDetails,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerHotelExperience,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerInvolvementLevel,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerNonNegotiableTypes,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerNonNegotiableOther,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerNonNegotiables,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,feeExpectationVsMarket,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,capexSupport,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,exitHorizon,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,knownRedFlags,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,esgExpectations,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,idealProjectsAdditionalNotes,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,minInitialTermQty,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,minInitialTermLength,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,minInitialTermDuration,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalOptionQty,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalOptionLength,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalOptionDuration,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalNoticeQty,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalNoticeDuration,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalStructure,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalNoticeResponsibility,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalConditions,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,performanceTestRequirement,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,performanceMetricsUsed,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,performanceMetricsOther,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,curePeriodQty,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,curePeriodDuration,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,qaComplianceRequirement,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,pipAtRenewal,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,pipForConversions,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,mgmtFeeBasis,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,mgmtFeeNotes,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveFeeBasis,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveFeeNotes,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveExcessBasis,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveExcessNotes,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,baseFeeEscalation,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,baseFeeEscalationHow,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,feeMinimumFloor,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,feeMinimumFloorBasis,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,preOpeningFees,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,preOpeningFeesNotes,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,centralServiceAllocations,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,centralServiceAllocationsNotes,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationRights,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationNotes,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,terminationFeeStructure,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,terminationFeeStructureNotes,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,performanceTerminationRights,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,keyMoneyCoInvestment,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,capReimbursableExpenses,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,auditRightsRequired,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,portfolioGrowthRate,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,minPropertySize,number,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,maxPropertySize,number,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,revparImprovement,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,occupancyImprovement,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,noiImprovement,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerRetention,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,renewalRate,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,turnaroundCount,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,stabilizationTime,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ov_q_touchpoints,number,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerReferences,number,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerSatisfactionScore,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,idealRoomCountMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,idealRoomCountMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,idealProjectSizeMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,idealProjectSizeMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,minLeadTimeMonths,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,milestoneOperatorSelectionMinMonths,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,milestoneConstructionStartMinMonths,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,milestoneSoftOpeningMinMonths,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,milestoneGrandOpeningMinMonths,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,dealTermsOptIn,checkbox,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,mgmtFeeMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,mgmtFeeMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveFeeMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveFeeMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveExcessMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,incentiveExcessMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMin,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMax,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,ownerFundedReserves,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",company_name,singleLineText,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_reporting,number,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Operator,multipleRecordLinks,Yes,Yes,Yes,Yes/Partial,Yes/Partial,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_revenue,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_exec,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_tools,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_asset_management_reporting,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_systems_technology,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",systems_inventory_lines,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_signal_uptime,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_signal_incident,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_signal_adoption,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",infra_signal_refresh,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",primaryPMS,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",revenueManagementSystem,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",accountingSystem,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",guestCommunication,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",mobileCheckin,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",ownerPortal,singleSelect,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",analyticsPlatform,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
