sourceRecordId,rawHotelName,qualityTier,qualityScore,matchConfidence,matchRecommendedAction,wouldWrite
way/409588750,Hotel Conquistador,medium,60,none,likely_new_candidate,yes
way/409597539,Hotel Los Jardiness,medium,55,none,likely_new_candidate,yes
way/409872731,Micro Hotel,high,75,none,likely_new_candidate,yes
way/410064463,Queen Hotel,medium,60,none,likely_new_candidate,yes
way/410312680,Centrun,medium,55,none,likely_new_candidate,yes
way/410357299,Hotel Aladino,high,75,none,likely_new_candidate,yes
way/410364839,Hispañiola Hotel & Casino,high,75,high,likely_existing,yes
way/410659819,Hotel Farolito,high,75,none,likely_new_candidate,yes
way/411455781,Hotel el Encuento,medium,60,none,likely_new_candidate,yes
way/411497495,Hotel Bohechio,medium,55,none,likely_new_candidate,yes
way/411505517,Hotel La Solusion,medium,55,none,likely_new_candidate,yes
way/411505521,Hotel Omar,medium,55,none,likely_new_candidate,yes
way/411734313,Hotel El Sol,high,75,low,needs_research,yes
way/411769609,Hotel Aloha Sol,high,75,high,likely_existing,yes
way/411781544,Hotel Ahora,medium,55,none,likely_new_candidate,yes
way/411795151,La Fuente Del Placer,medium,55,none,likely_new_candidate,yes
way/411804452,Hotel Roma,medium,55,none,likely_new_candidate,yes
way/411818568,Hotel MI Cam Cam,medium,55,none,likely_new_candidate,yes
way/411829861,Cabanas Heaven's,medium,60,none,likely_new_candidate,yes
way/412115789,Cabana El Paraiso,medium,60,none,likely_new_candidate,yes
way/412118145,Cabañas Turisticas Vega Real,medium,60,none,likely_new_candidate,yes
way/412160588,Roland Hotel,medium,55,none,likely_new_candidate,yes
way/412174508,Villa Verde,high,75,none,likely_new_candidate,yes
way/412477056,Galaxy Aparta Hotel,medium,60,none,likely_new_candidate,yes
way/412768374,Hotel Embajador,medium,60,none,likely_new_candidate,yes
way/412787474,Hotel,medium,60,none,likely_new_candidate,yes
way/412845223,Hotel El Tunel,medium,60,none,likely_new_candidate,yes
way/412852670,Hotel La Sonrisa,high,75,none,likely_new_candidate,yes
way/413385765,Cabañas Horny,high,75,none,likely_new_candidate,yes
way/413389795,Hotel Madre Vieja,high,75,none,likely_new_candidate,yes
way/413438539,Hotel el Subway,high,75,none,likely_new_candidate,yes
way/413442278,Hotel Internacional,medium,55,none,likely_new_candidate,yes
way/413701758,Hotel Saoco,medium,60,none,likely_new_candidate,yes
way/413957007,Hotel Zitro,high,75,none,likely_new_candidate,yes
way/413970591,Tin Vale Hotel,medium,60,none,likely_new_candidate,yes
way/413985303,Hotel Galaxia,medium,60,none,likely_new_candidate,yes
way/413985306,Hotel El Metro,medium,60,none,likely_new_candidate,yes
way/413985307,Hotel Mega,medium,60,none,likely_new_candidate,yes
way/413993138,Hotel El Rey,high,75,none,likely_new_candidate,yes
way/414021694,Hotel MiraSol,high,75,none,likely_new_candidate,yes
way/414225247,Hotel Pegasus,high,75,none,likely_new_candidate,yes
way/414225266,Hotel Con Parqueo La Potencia,high,75,none,likely_new_candidate,yes
way/414258694,Hotel Familiar San Pedro,high,75,none,likely_new_candidate,yes
way/414258697,Hotel Real,high,75,none,likely_new_candidate,yes
way/414264724,Hotel del Valle,high,75,none,likely_new_candidate,yes
way/414264738,Hotel Don Marío,high,75,none,likely_new_candidate,yes
way/414264741,Hotel La Diosa,high,75,none,likely_new_candidate,yes
way/414499936,Hotel Asia,medium,55,none,likely_new_candidate,yes
way/429004654,Motel el Conford,medium,55,none,likely_new_candidate,yes
way/435204201,Rancho La Aurora,medium,55,none,likely_new_candidate,yes
way/439195501,Charming Countryside Chalet,high,80,none,likely_new_candidate,yes
way/471926026,Grand Bahia Principe Turquesa,medium,55,high,likely_existing,yes
way/476739407,Hotel Riu Republica,high,100,none,likely_new_candidate,yes
way/478120842,Hotel Cervantes,high,75,none,likely_new_candidate,yes
way/493317106,Hotel Santa Cruz,medium,55,none,likely_new_candidate,yes
way/506588705,Posada Doña Cuca,high,75,none,likely_new_candidate,yes
way/516518775,Hotel La Esperanza,medium,55,none,likely_new_candidate,yes
way/529318923,Hostal Ganesh,high,100,none,likely_new_candidate,yes
way/539003044,Bahía Príncipe Bouganville,medium,55,medium,likely_existing,yes
way/540475898,Dreams Dominicus La Romana,high,95,high,likely_existing,yes
way/540477320,Building 64,medium,55,none,likely_new_candidate,yes
way/545028233,Hotel Casa Hemingway,medium,65,high,likely_existing,yes
way/552675343,Hostal Los Jensen,high,75,none,likely_new_candidate,yes
way/557516096,Hotel Maguana,medium,55,none,likely_new_candidate,yes
way/574588488,Hotel Frescor del Valle,high,85,none,likely_new_candidate,yes
way/597361865,Lopesan Costa Bávaro Resort & Spa,high,100,medium,likely_existing,yes
way/630842152,Hotal San Francisco de Asis,high,100,none,likely_new_candidate,yes
way/652498669,Coop Marena Beach Resort,medium,65,low,needs_research,yes
way/658281870,Hotel Víctor,medium,55,none,likely_new_candidate,yes
way/659053800,Viva Wyndham Tangerine,medium,55,none,likely_new_candidate,yes
way/663326875,Tio Pan,medium,55,none,likely_new_candidate,yes
way/675403679,The Westin Punta Cana - Resort & Club,high,85,low,needs_research,yes
way/677625141,Secrets Cap Cana Resort & Spa,medium,55,low,needs_research,yes
way/703236980,Casa de Huespedes Colonial,high,75,none,likely_new_candidate,yes
way/711650078,Nickelodeon Hotels & Resorts Punta Cana,high,100,low,needs_research,yes
way/711650079,Nickelodeon Hotels & Resorts Punta Cana,high,100,low,needs_research,yes
way/719001962,Hotel La Loma,medium,55,none,likely_new_candidate,yes
way/725164689,Hotel Verano,medium,55,none,likely_new_candidate,yes
way/725185633,Hotel El Calvito,medium,55,none,likely_new_candidate,yes
way/730848313,Hotel Solaz,medium,65,none,likely_new_candidate,yes
way/758630613,Casa de Campo Resort & Villas,high,85,high,likely_existing,yes
way/759223343,Sunscapes Dominicus La Romana,high,80,low,needs_research,yes
way/760705299,Centro de Visitantes Edwin Gómez,high,85,none,likely_new_candidate,yes
way/763219336,Complejo Ecoturistico Sereno de la Montaña,high,85,none,likely_new_candidate,yes
way/808528117,Villa Lazy Heart Estate,medium,55,none,likely_new_candidate,yes
way/832414902,Residencial Imperial III,medium,55,none,likely_new_candidate,yes
way/832414903,Residencial Imperial III,medium,55,none,likely_new_candidate,yes
way/832414904,Residencial Imperial III,medium,55,none,likely_new_candidate,yes
way/839743880,Hotel Daymond Blue,medium,55,none,likely_new_candidate,yes
way/864800927,Hotel Mira Cielo,medium,55,none,likely_new_candidate,yes
way/864800928,Hotel Mira Cielo,medium,55,none,likely_new_candidate,yes
way/865148595,Hotel el Nilo,medium,55,none,likely_new_candidate,yes
way/867033378,Hotel Don Carlos,medium,55,none,likely_new_candidate,yes
way/922804087,Villa Mare,medium,60,none,likely_new_candidate,yes
way/924379382,Whala Bavaro,medium,55,none,likely_new_candidate,yes
way/924721750,hm Bavaro Beach,medium,60,high,likely_existing,yes
way/932606727,Rancho Wendy,medium,55,none,likely_new_candidate,yes
way/975017774,Viva Wyndham V Samana,medium,55,none,likely_new_candidate,yes
way/984765914,El Pulpo,high,80,none,likely_new_candidate,yes
way/990444153,Luiggi Hostel,medium,55,none,likely_new_candidate,yes
way/1006947117,Hotel Art Villa Dominicana,medium,55,none,likely_new_candidate,yes
way/1028688029,Apartahotel Costa Love,medium,55,none,likely_new_candidate,yes
way/1040966966,Hodelpa Garden Suites Golf & Convention Center,high,80,high,likely_existing,yes
way/1042852813,Whala Bayahibe 4*,high,75,none,likely_new_candidate,yes
way/1059114266,Be Live,medium,65,none,likely_new_candidate,yes
way/1059703258,Be Live Collection,medium,65,none,likely_new_candidate,yes
way/1059703293,Be Live Collection,medium,65,none,likely_new_candidate,yes
way/1059737733,Be Live Collection,medium,65,none,likely_new_candidate,yes
way/1059869803,Be Live Collection,medium,65,none,likely_new_candidate,yes
way/1060027594,Be Live,medium,65,none,likely_new_candidate,yes
way/1060027620,Be Live,medium,65,none,likely_new_candidate,yes
way/1060027624,Be Live,medium,65,none,likely_new_candidate,yes
way/1060027632,Be Live,medium,65,none,likely_new_candidate,yes
way/1060027633,Be Live,medium,65,none,likely_new_candidate,yes
way/1069434427,Villas Montelindo,medium,65,none,likely_new_candidate,yes
way/1100682889,La Tia Hotel Restaurant,medium,55,none,likely_new_candidate,yes
way/1134831880,Villas CODEVI,high,100,none,likely_new_candidate,yes
way/1140614121,Hotel Rosan Ruiz,high,70,none,likely_new_candidate,yes
way/1140614122,D Pravia Hotel,high,70,none,likely_new_candidate,yes
way/1140614123,Hotel El Centro,high,70,none,likely_new_candidate,yes
way/1140614124,Hotel Hermanos Bernabel,high,70,none,likely_new_candidate,yes
way/1162100225,Apartahotel La Olas,medium,55,none,likely_new_candidate,yes
way/1177931404,Finest Resort,medium,55,none,likely_new_candidate,yes
way/1197566838,Villa Scooby,high,80,none,likely_new_candidate,yes
way/1215168596,Villa Flor de Cabrera,medium,55,none,likely_new_candidate,yes
way/1227930271,Hotel Diosi,high,85,none,likely_new_candidate,yes
way/1227930445,Hotel Mi Descanso,high,75,none,likely_new_candidate,yes
way/1335121325,Ocean El Faro,high,100,medium,likely_existing,yes
way/1344798573,"The Ocean Club, a Luxury Collection Resort",high,100,low,needs_research,yes
way/1359398349,Royalton Chic Punta Cana,high,100,medium,likely_existing,yes
way/1359398359,Live Aqua,high,75,medium,likely_existing,yes
way/1375108124,Courtyard Marriott,medium,65,none,likely_new_candidate,yes
way/1476067942,Hotel Plaza Kávia,medium,65,none,likely_new_candidate,yes
way/1486163951,Hotel Anselmo,high,100,none,likely_new_candidate,yes
way/1499796372,Hotel San Gabriel,medium,55,none,likely_new_candidate,yes
way/1500058990,El Guarua,medium,55,none,likely_new_candidate,yes
relation/1922795,Hotel Riu Palace Bavaro,high,100,high,likely_existing,yes
relation/16403388,Vista Sol Punta Cana,medium,55,medium,likely_existing,yes
